qrCode,batteryId,vendorId,action,status,message
DC-RP210529A01841-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,3DzkCRE6TNLmZhjDT3tB,0015050B00000AF3,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210305A00617-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,rVOVuVJQHNXj48zCNtzF,0015020400000C3C,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210512A01057-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,WKlC2V4Nz1V3cr3vlcYj,0015041E00000774,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210629A00355-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,2VxgJzhe6LfTJxdiaz7w,00150613000011E5,Tags hinzufügen,Success,Tag hinzugefügt
DC-TS211107A00045-2010100135-47V14.4Ah-676.8Wh-RLJ50F413S03P00000,kUB8D2IqUguzbC5Cf3Z9,0015091C000002B5,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210125A00016-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,wGlVouZ6wlKmjdaMsUq5,00150108000006F2,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210123A00331-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,lKh5WRcUhuDwtWGIcbXI,0015010800000B20,Tags hinzufügen,Success,Tag hinzugefügt
DC-DG210607A09857-2010100135-47V14.4Ah-676.8Wh-RLJ50F413S03P00000,otFjsxmXdzKNVQYapMRh,0015060A00000F81,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210513A01083-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,3Qrb6hybeNWoll1ubEoY,0015041C00000A7C,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210305A00693-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,x85MTM0gq3A9yUoESGUn,00140A07000001DF,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210408A00737-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,pNhHWmpgO0BYfThltZUz,0015031B00000CA7,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210126A00162-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,VA3gfupf7bC6E0m40mId,001501080000030F,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210305A00813-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,0K3lHvOoQ7LIzV1pII70,001501130000034B,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210513A01458-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,OrXrVi13UWaIbVLduq4A,0015041C000017F4,Tags hinzufügen,Success,Tag hinzugefügt
DC-DG210623A03712-2010100135-47V14.4Ah-676.8Wh-RLJ50F413S03P00000,fWfuqMzDpKR3IwPTdhJ6,0015061200000588,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210225A00731-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,ZYIsfWdkPoCLccKQ9wY6,00150108000004E9,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210629A00042-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,FIMP3lVb3FFTFyDUmMXU,0015061300000BE8,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210126A00475-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,MmiLMwFW9CMnjdh1m1pH,00140C0300000985,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210512A01104-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,oX7HMB9TU8C9wYEa4YWS,0015041C00000ECB,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210310A00900-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,YdqMPJaYfI0AmvwMFAbI,0015030600000211,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210130A00633-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,oFXjpP2faUZAwRoODpYl,001501080000064A,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210605A00034-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,nPk1D4pW21CzfarYITMX,00150613000005F3,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210126A00146-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,lek6WNnGH6sx0Drib8PO,0015010800000D65,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210131A00490-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,FhogNX9UyNzV82s1zSth,00140C08000002A0,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210121A00591-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P05000,J373A2hmKKDfy5wtotWo,00140C08000002F4,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210126A00353-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,oULWZB9GIn4MNtp316Vl,001501080000075F,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210130A00411-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,bo4PujkIcHNknLZroLSC,00150108000005CF,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210202A00261-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,QI4n0lgh6PXb1iU1E0q4,0015010800000C01,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210409A00056-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,5iENqN2hldIrlCESoUHT,001501160000001D,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210407A00667-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,XKvAeyNQVqsmkW9ND8RJ,00150301000002E5,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210513A01390-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,h27iIfl35uUc4Mc372Ci,0015041E00000728,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210127A00150-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,8AShRRTQfvwqtURSZGzX,00140C0300000708,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210330A00282-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,6f8IZ9J3NtsLwblWA3JW,00150204000005EB,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210511A00913-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,KjnLGmnVN4C8zvBVGnwi,0015041C00000BEE,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210305A00566-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,XvYbydulH2WaUczHBEWM,00150113000002EF,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP211130A00712-2010100135-47V14.4Ah-676.8Wh-RLJ50F413S03P00000,5HaBeGy7hQt9RTEDNQ1p,00150B18000000C7,Tags hinzufügen,Success,Tag hinzugefügt
DC-RP210127A00269-2010100110-47V14.7Ah-690.9Wh-RSS50F413S03P00000,vnGwBevtxbL0Cc00t16U,00140C03000008AE,Tags hinzufügen,Success,Tag hinzugefügt
